aluno_id,escola_id,tempo_segundos
aluno_068,Escola_Zona_Norte,2793
aluno_069,Escola_Central_B,937
aluno_068,Escola_Castro_Alves,4205
aluno_069,Escola_Passo_Pedras,1490
aluno_069,Escola_Menno_Fiege,1850
aluno_069,Escola_Zona_Norte,1312
aluno_069,Escola_Morgado_Rosa,3422
aluno_068,Escola_Getulio_Vargas,1632
aluno_070,Escola_Central_A,1855
aluno_070,Escola_Central_B,2292
aluno_069,Escola_Zona_Leste,2800
aluno_069,Escola_Getulio_Vargas,2389
aluno_070,Escola_Zona_Norte,2793
aluno_069,Escola_Industrial,2103
aluno_069,Escola_Castro_Alves,2420
aluno_070,Escola_Morgado_Rosa,4261
aluno_070,Escola_Menno_Fiege,3395
aluno_070,Escola_Passo_Pedras,996
aluno_070,Escola_Industrial,2887
aluno_070,Escola_Castro_Alves,2438
aluno_071,Escola_Central_A,1950
aluno_070,Escola_Zona_Leste,4397
aluno_071,Escola_Central_B,1696
aluno_070,Escola_Getulio_Vargas,3369
aluno_071,Escola_Morgado_Rosa,947
aluno_071,Escola_Zona_Norte,3247
aluno_071,Escola_Industrial,642
aluno_071,Escola_Getulio_Vargas,1162
aluno_071,Escola_Castro_Alves,4660
aluno_072,Escola_Central_B,789
aluno_072,Escola_Central_A,1313
aluno_071,Escola_Zona_Leste,3449
aluno_071,Escola_Menno_Fiege,2786
aluno_071,Escola_Passo_Pedras,2728
aluno_072,Escola_Menno_Fiege,547
aluno_072,Escola_Zona_Norte,1498
aluno_072,Escola_Morgado_Rosa,3000
aluno_072,Escola_Zona_Leste,1730
aluno_072,Escola_Passo_Pedras,2796
aluno_073,Escola_Zona_Norte,2257
aluno_073,Escola_Central_A,996
aluno_072,Escola_Industrial,1941
aluno_072,Escola_Getulio_Vargas,1512
aluno_073,Escola_Morgado_Rosa,2669
aluno_073,Escola_Central_B,1512
aluno_073,Escola_Menno_Fiege,2738
aluno_073,Escola_Industrial,1298
aluno_072,Escola_Castro_Alves,2969
aluno_073,Escola_Passo_Pedras,921
aluno_073,Escola_Castro_Alves,2917
aluno_073,Escola_Getulio_Vargas,1777
aluno_074,Escola_Central_A,1459
aluno_074,Escola_Central_B,1182
aluno_074,Escola_Zona_Norte,2638
aluno_074,Escola_Zona_Leste,2003
aluno_074,Escola_Menno_Fiege,1340
aluno_074,Escola_Passo_Pedras,2812
aluno_075,Escola_Central_B,2635
aluno_074,Escola_Morgado_Rosa,1866
aluno_075,Escola_Central_A,2120
aluno_074,Escola_Getulio_Vargas,488
aluno_074,Escola_Castro_Alves,4109
aluno_074,Escola_Industrial,1496
aluno_073,Escola_Zona_Leste,3581
aluno_075,Escola_Passo_Pedras,591
aluno_076,Escola_Central_A,2519
aluno_075,Escola_Industrial,2571
aluno_075,Escola_Zona_Norte,3388
aluno_075,Escola_Morgado_Rosa,3686
aluno_076,Escola_Central_B,3038
aluno_075,Escola_Zona_Leste,4704
aluno_075,Escola_Castro_Alves,3046
aluno_076,Escola_Zona_Norte,3797
aluno_075,Escola_Menno_Fiege,3862
aluno_075,Escola_Getulio_Vargas,3280
aluno_076,Escola_Menno_Fiege,4265
aluno_076,Escola_Morgado_Rosa,3494
aluno_076,Escola_Passo_Pedras,1066
aluno_076,Escola_Castro_Alves,3981
aluno_076,Escola_Getulio_Vargas,3083
aluno_076,Escola_Industrial,2373
aluno_077,Escola_Passo_Pedras,1795
aluno_076,Escola_Zona_Leste,5108
aluno_077,Escola_Central_A,1823
aluno_077,Escola_Zona_Norte,2205
aluno_077,Escola_Central_B,2166
aluno_077,Escola_Menno_Fiege,2807
aluno_077,Escola_Zona_Leste,4100
aluno_078,Escola_Central_A,1139
aluno_077,Escola_Castro_Alves,1121
aluno_077,Escola_Industrial,3095
aluno_077,Escola_Getulio_Vargas,3500
aluno_078,Escola_Morgado_Rosa,1629
aluno_077,Escola_Morgado_Rosa,4468
aluno_078,Escola_Zona_Norte,2436
aluno_078,Escola_Passo_Pedras,1961
aluno_079,Escola_Central_A,1880
aluno_078,Escola_Castro_Alves,3849
aluno_078,Escola_Central_B,885
aluno_079,Escola_Industrial,1734
aluno_079,Escola_Central_B,2399
aluno_079,Escola_Zona_Norte,3158
aluno_078,Escola_Industrial,495
aluno_078,Escola_Getulio_Vargas,882
aluno_078,Escola_Menno_Fiege,2103
aluno_079,Escola_Morgado_Rosa,3016
aluno_078,Escola_Zona_Leste,2820
aluno_079,Escola_Passo_Pedras,664
aluno_080,Escola_Central_A,1789
aluno_079,Escola_Castro_Alves,3579
aluno_079,Escola_Menno_Fiege,3626
aluno_079,Escola_Zona_Leste,4468
aluno_080,Escola_Menno_Fiege,408
aluno_080,Escola_Morgado_Rosa,3512
aluno_080,Escola_Zona_Leste,1463
aluno_080,Escola_Getulio_Vargas,2024
aluno_080,Escola_Zona_Norte,1021
aluno_080,Escola_Central_B,1251
aluno_080,Escola_Castro_Alves,2492
aluno_081,Escola_Central_A,1571
aluno_079,Escola_Getulio_Vargas,2443
aluno_081,Escola_Central_B,2090
aluno_080,Escola_Passo_Pedras,3274
aluno_081,Escola_Zona_Norte,2848
aluno_081,Escola_Industrial,1425
aluno_080,Escola_Industrial,2419
aluno_081,Escola_Morgado_Rosa,2781
aluno_081,Escola_Zona_Leste,4159
aluno_081,Escola_Menno_Fiege,3316
aluno_082,Escola_Zona_Norte,2871
aluno_082,Escola_Passo_Pedras,2395
aluno_081,Escola_Getulio_Vargas,2134
aluno_082,Escola_Central_A,1574
aluno_082,Escola_Central_B,1319
aluno_082,Escola_Morgado_Rosa,1903
aluno_082,Escola_Industrial,1075
aluno_081,Escola_Passo_Pedras,991
aluno_081,Escola_Castro_Alves,3906
aluno_082,Escola_Menno_Fiege,1757
aluno_082,Escola_Getulio_Vargas,516
aluno_083,Escola_Central_A,319
aluno_083,Escola_Passo_Pedras,1576
aluno_083,Escola_Morgado_Rosa,3086
aluno_082,Escola_Castro_Alves,4283
aluno_082,Escola_Zona_Leste,2420
aluno_083,Escola_Central_B,595
aluno_083,Escola_Menno_Fiege,1750
aluno_083,Escola_Zona_Norte,1229
aluno_083,Escola_Zona_Leste,2708
aluno_084,Escola_Central_A,1880
aluno_084,Escola_Central_B,2223
aluno_083,Escola_Getulio_Vargas,2047
aluno_083,Escola_Castro_Alves,2643
aluno_083,Escola_Industrial,1769
aluno_084,Escola_Zona_Norte,2724
aluno_084,Escola_Passo_Pedras,1059
aluno_084,Escola_Industrial,2950
aluno_084,Escola_Getulio_Vargas,3432
aluno_084,Escola_Morgado_Rosa,4323
aluno_084,Escola_Castro_Alves,2395
aluno_084,Escola_Menno_Fiege,3326
aluno_085,Escola_Central_A,809
aluno_084,Escola_Zona_Leste,4328
aluno_085,Escola_Menno_Fiege,1562
aluno_085,Escola_Central_B,554
aluno_085,Escola_Passo_Pedras,1882
aluno_085,Escola_Morgado_Rosa,2269
aluno_085,Escola_Zona_Norte,2106
aluno_086,Escola_Zona_Norte,2085
aluno_085,Escola_Zona_Leste,2409
aluno_085,Escola_Getulio_Vargas,1377
aluno_085,Escola_Industrial,953
aluno_086,Escola_Central_A,1703
aluno_086,Escola_Passo_Pedras,1578
aluno_086,Escola_Castro_Alves,1340
aluno_086,Escola_Central_B,2046
aluno_085,Escola_Castro_Alves,3519
aluno_087,Escola_Central_A,1970
aluno_086,Escola_Zona_Leste,3979
aluno_086,Escola_Industrial,2974
aluno_086,Escola_Morgado_Rosa,4348
aluno_086,Escola_Getulio_Vargas,3380
aluno_087,Escola_Menno_Fiege,394
aluno_086,Escola_Menno_Fiege,2687
aluno_087,Escola_Central_B,1447
aluno_087,Escola_Zona_Norte,1284
aluno_087,Escola_Passo_Pedras,3454
aluno_087,Escola_Morgado_Rosa,3505
aluno_087,Escola_Industrial,2599
aluno_087,Escola_Castro_Alves,2665
aluno_087,Escola_Getulio_Vargas,2017
aluno_087,Escola_Zona_Leste,1448
aluno_088,Escola_Zona_Norte,1465
aluno_088,Escola_Menno_Fiege,2884
aluno_088,Escola_Central_B,2971
aluno_088,Escola_Castro_Alves,378
aluno_088,Escola_Central_A,2697
aluno_088,Escola_Passo_Pedras,3047
aluno_088,Escola_Industrial,4142
aluno_088,Escola_Morgado_Rosa,5460
aluno_088,Escola_Zona_Leste,3938
aluno_088,Escola_Getulio_Vargas,4376
aluno_089,Escola_Central_A,2043
aluno_089,Escola_Zona_Norte,812
aluno_089,Escola_Castro_Alves,986
aluno_089,Escola_Central_B,2317
aluno_089,Escola_Passo_Pedras,3541
aluno_089,Escola_Menno_Fiege,2230
aluno_090,Escola_Central_A,1737
aluno_089,Escola_Zona_Leste,3284
aluno_089,Escola_Industrial,3488
aluno_089,Escola_Morgado_Rosa,4806
aluno_090,Escola_Menno_Fiege,3478
aluno_090,Escola_Passo_Pedras,326
aluno_089,Escola_Getulio_Vargas,3722
aluno_090,Escola_Industrial,2424
aluno_090,Escola_Getulio_Vargas,2906
aluno_090,Escola_Zona_Norte,3004
aluno_090,Escola_Zona_Leste,4320
aluno_091,Escola_Central_A,716
aluno_091,Escola_Zona_Norte,800
aluno_090,Escola_Morgado_Rosa,3691
aluno_090,Escola_Central_B,2251
aluno_091,Escola_Morgado_Rosa,3303
aluno_091,Escola_Industrial,1988
aluno_091,Escola_Central_B,791
aluno_091,Escola_Castro_Alves,2213
aluno_091,Escola_Zona_Leste,2439
aluno_092,Escola_Central_B,173
aluno_090,Escola_Castro_Alves,3098
aluno_092,Escola_Menno_Fiege,1390
aluno_092,Escola_Zona_Norte,1737
aluno_091,Escola_Menno_Fiege,1148
aluno_092,Escola_Morgado_Rosa,2356
aluno_091,Escola_Passo_Pedras,2210
aluno_092,Escola_Zona_Leste,2320
aluno_092,Escola_Central_A,531
aluno_091,Escola_Getulio_Vargas,2221
aluno_092,Escola_Castro_Alves,3151
aluno_092,Escola_Getulio_Vargas,1308
aluno_092,Escola_Passo_Pedras,1895
aluno_093,Escola_Central_A,1879
aluno_093,Escola_Central_B,2153
aluno_093,Escola_Zona_Norte,647
aluno_092,Escola_Industrial,1040
aluno_093,Escola_Zona_Leste,3122
aluno_093,Escola_Morgado_Rosa,4642
aluno_093,Escola_Menno_Fiege,2067
aluno_093,Escola_Passo_Pedras,3377
aluno_094,Escola_Central_B,2154
aluno_093,Escola_Castro_Alves,840
aluno_093,Escola_Industrial,3324
aluno_094,Escola_Central_A,2687
aluno_094,Escola_Menno_Fiege,1308
aluno_094,Escola_Zona_Norte,2428
aluno_093,Escola_Getulio_Vargas,3558
aluno_094,Escola_Passo_Pedras,4058
aluno_095,Escola_Zona_Norte,1654
aluno_095,Escola_Central_B,1580
aluno_094,Escola_Castro_Alves,3899
aluno_094,Escola_Getulio_Vargas,2231
aluno_095,Escola_Central_A,1237
aluno_094,Escola_Zona_Leste,152
aluno_095,Escola_Menno_Fiege,2256
aluno_094,Escola_Industrial,3206
aluno_095,Escola_Passo_Pedras,1302
aluno_094,Escola_Morgado_Rosa,3720
aluno_096,Escola_Central_B,2045
aluno_095,Escola_Getulio_Vargas,2914
aluno_095,Escola_Castro_Alves,1794
aluno_095,Escola_Morgado_Rosa,3882
aluno_095,Escola_Industrial,2509
aluno_096,Escola_Zona_Norte,3597
aluno_096,Escola_Central_A,2300
aluno_095,Escola_Zona_Leste,3483
aluno_096,Escola_Passo_Pedras,3121
aluno_096,Escola_Menno_Fiege,2642
aluno_096,Escola_Morgado_Rosa,753
aluno_096,Escola_Industrial,1292
aluno_096,Escola_Zona_Leste,3305
aluno_096,Escola_Getulio_Vargas,1047
aluno_097,Escola_Central_A,1365
aluno_097,Escola_Zona_Norte,1747
aluno_097,Escola_Central_B,1708
aluno_097,Escola_Passo_Pedras,1433
aluno_096,Escola_Castro_Alves,5010
aluno_097,Escola_Menno_Fiege,2350
aluno_097,Escola_Morgado_Rosa,4010
aluno_097,Escola_Getulio_Vargas,3042
aluno_098,Escola_Menno_Fiege,757
aluno_097,Escola_Castro_Alves,1579
aluno_098,Escola_Central_A,1662
aluno_097,Escola_Industrial,2637
aluno_098,Escola_Zona_Norte,2056
aluno_097,Escola_Zona_Leste,3642
aluno_098,Escola_Passo_Pedras,3015
aluno_098,Escola_Morgado_Rosa,2676
aluno_098,Escola_Zona_Leste,1141
aluno_098,Escola_Central_B,1140
aluno_098,Escola_Getulio_Vargas,1188
aluno_099,Escola_Central_B,1801
aluno_098,Escola_Castro_Alves,3528
aluno_099,Escola_Central_A,1519
aluno_099,Escola_Menno_Fiege,1638
aluno_099,Escola_Castro_Alves,1313
aluno_100,Escola_Central_A,1870
aluno_099,Escola_Industrial,2968
aluno_099,Escola_Passo_Pedras,3031
aluno_098,Escola_Industrial,2163
aluno_100,Escola_Central_B,2389
aluno_099,Escola_Morgado_Rosa,4286
aluno_100,Escola_Menno_Fiege,3616
aluno_099,Escola_Zona_Norte,233
aluno_099,Escola_Zona_Leste,2693
aluno_100,Escola_Industrial,1724
aluno_100,Escola_Passo_Pedras,1051
aluno_099,Escola_Getulio_Vargas,3132
aluno_100,Escola_Getulio_Vargas,2433
aluno_101,Escola_Central_A,814
aluno_100,Escola_Morgado_Rosa,2845
aluno_100,Escola_Zona_Norte,3148
aluno_100,Escola_Zona_Leste,4458
aluno_101,Escola_Morgado_Rosa,3575
aluno_100,Escola_Castro_Alves,3966
aluno_101,Escola_Zona_Norte,701
aluno_101,Escola_Central_B,1088
aluno_101,Escola_Industrial,2257
aluno_101,Escola_Passo_Pedras,2098
aluno_101,Escola_Getulio_Vargas,2511
aluno_102,Escola_Zona_Norte,1099
aluno_101,Escola_Zona_Leste,2687
aluno_101,Escola_Menno_Fiege,1366
aluno_102,Escola_Castro_Alves,2545
aluno_101,Escola_Castro_Alves,2115
aluno_102,Escola_Morgado_Rosa,3148
aluno_102,Escola_Zona_Leste,2030
aluno_102,Escola_Industrial,1833
aluno_102,Escola_Central_B,642
aluno_102,Escola_Central_A,1182
aluno_103,Escola_Central_A,1440
aluno_103,Escola_Zona_Norte,2737
aluno_102,Escola_Passo_Pedras,2677
aluno_103,Escola_Menno_Fiege,2407
aluno_103,Escola_Passo_Pedras,2212
aluno_103,Escola_Zona_Leste,3255
aluno_103,Escola_Morgado_Rosa,1732
aluno_103,Escola_Central_B,1189
aluno_103,Escola_Getulio_Vargas,1110
aluno_103,Escola_Castro_Alves,4150
aluno_104,Escola_Central_B,2021
aluno_102,Escola_Menno_Fiege,677
aluno_102,Escola_Getulio_Vargas,1877
aluno_103,Escola_Industrial,210
aluno_104,Escola_Central_A,1502
aluno_104,Escola_Menno_Fiege,3248
aluno_104,Escola_Zona_Norte,2780
aluno_104,Escola_Passo_Pedras,1358
aluno_105,Escola_Zona_Norte,2075
aluno_104,Escola_Morgado_Rosa,2110
aluno_104,Escola_Industrial,1117
aluno_105,Escola_Central_A,1693
aluno_104,Escola_Castro_Alves,3892
aluno_105,Escola_Passo_Pedras,1588
aluno_104,Escola_Getulio_Vargas,2065
aluno_105,Escola_Menno_Fiege,2678
aluno_105,Escola_Zona_Leste,3970
aluno_104,Escola_Zona_Leste,4090
aluno_105,Escola_Morgado_Rosa,4338
aluno_105,Escola_Central_B,2036
aluno_106,Escola_Central_A,1732
aluno_106,Escola_Menno_Fiege,1335
aluno_106,Escola_Central_B,1454
aluno_105,Escola_Castro_Alves,1330
aluno_106,Escola_Getulio_Vargas,894
aluno_105,Escola_Getulio_Vargas,3370
aluno_106,Escola_Zona_Norte,2633
aluno_106,Escola_Industrial,1902
aluno_106,Escola_Morgado_Rosa,2271
aluno_105,Escola_Industrial,2965
aluno_106,Escola_Passo_Pedras,3084
aluno_106,Escola_Zona_Leste,1998
aluno_107,Escola_Central_A,1200
aluno_107,Escola_Zona_Norte,2372
aluno_106,Escola_Castro_Alves,4104
aluno_107,Escola_Morgado_Rosa,2039
aluno_107,Escola_Passo_Pedras,2553
aluno_108,Escola_Central_A,1810
aluno_107,Escola_Getulio_Vargas,551
aluno_107,Escola_Menno_Fiege,1074
aluno_108,Escola_Passo_Pedras,983
aluno_107,Escola_Central_B,922
aluno_107,Escola_Industrial,1545
aluno_107,Escola_Castro_Alves,3843
aluno_108,Escola_Morgado_Rosa,2485
aluno_108,Escola_Menno_Fiege,3555
aluno_107,Escola_Zona_Leste,1737
aluno_108,Escola_Industrial,1493
aluno_108,Escola_Central_B,2329
aluno_109,Escola_Zona_Norte,2502
aluno_108,Escola_Zona_Norte,3087
aluno_108,Escola_Zona_Leste,4398
aluno_109,Escola_Central_B,2237
aluno_108,Escola_Getulio_Vargas,2373
aluno_109,Escola_Central_A,2769
aluno_109,Escola_Passo_Pedras,4141
aluno_109,Escola_Morgado_Rosa,3802
aluno_108,Escola_Castro_Alves,3898
aluno_109,Escola_Getulio_Vargas,2314
aluno_109,Escola_Menno_Fiege,1387
aluno_109,Escola_Zona_Leste,463
aluno_110,Escola_Central_A,1266
aluno_110,Escola_Passo_Pedras,1331
aluno_110,Escola_Menno_Fiege,2286
aluno_110,Escola_Zona_Norte,1683
aluno_109,Escola_Industrial,3289
aluno_109,Escola_Castro_Alves,3974
aluno_110,Escola_Central_B,1610
aluno_110,Escola_Morgado_Rosa,3912
aluno_110,Escola_Getulio_Vargas,2944
aluno_110,Escola_Castro_Alves,1765
aluno_111,Escola_Zona_Norte,2148
aluno_110,Escola_Industrial,2538
aluno_110,Escola_Zona_Leste,3512
aluno_111,Escola_Morgado_Rosa,2120
aluno_111,Escola_Central_A,851
aluno_111,Escola_Central_B,1370
aluno_111,Escola_Passo_Pedras,1613
aluno_111,Escola_Zona_Leste,3439
aluno_112,Escola_Central_B,1629
aluno_112,Escola_Zona_Norte,2211
aluno_112,Escola_Central_A,2161
aluno_111,Escola_Menno_Fiege,2597
aluno_111,Escola_Castro_Alves,3561
aluno_111,Escola_Getulio_Vargas,1421
aluno_112,Escola_Morgado_Rosa,3188
aluno_111,Escola_Industrial,712
aluno_112,Escola_Passo_Pedras,3527
aluno_112,Escola_Menno_Fiege,1092
aluno_112,Escola_Zona_Leste,590
aluno_112,Escola_Industrial,2675
aluno_113,Escola_Central_A,3015
aluno_113,Escola_Central_B,2482
aluno_112,Escola_Castro_Alves,3682
aluno_113,Escola_Zona_Norte,2307
aluno_112,Escola_Getulio_Vargas,1700
aluno_113,Escola_Menno_Fiege,1432
aluno_113,Escola_Passo_Pedras,4499
aluno_113,Escola_Morgado_Rosa,4170
aluno_113,Escola_Industrial,3644
aluno_113,Escola_Getulio_Vargas,2681
aluno_114,Escola_Zona_Norte,2674
aluno_113,Escola_Castro_Alves,3405
aluno_114,Escola_Central_A,1377
aluno_114,Escola_Industrial,381
aluno_114,Escola_Central_B,1123
aluno_114,Escola_Menno_Fiege,2341
aluno_114,Escola_Morgado_Rosa,1437
aluno_114,Escola_Zona_Leste,3026
aluno_113,Escola_Zona_Leste,1968
aluno_115,Escola_Central_A,929
aluno_115,Escola_Central_B,1004
aluno_114,Escola_Passo_Pedras,2190
aluno_115,Escola_Menno_Fiege,1148
aluno_115,Escola_Zona_Norte,596
aluno_115,Escola_Passo_Pedras,2423
aluno_115,Escola_Industrial,2201
aluno_115,Escola_Zona_Leste,2344
aluno_114,Escola_Castro_Alves,4087
aluno_115,Escola_Getulio_Vargas,2405
aluno_114,Escola_Getulio_Vargas,739
aluno_116,Escola_Central_B,2550
aluno_116,Escola_Passo_Pedras,511
aluno_116,Escola_Menno_Fiege,3776
aluno_115,Escola_Morgado_Rosa,3516
aluno_116,Escola_Getulio_Vargas,2594
aluno_116,Escola_Zona_Norte,3308
aluno_116,Escola_Zona_Leste,4619
aluno_116,Escola_Castro_Alves,3426
aluno_117,Escola_Central_A,1803
aluno_117,Escola_Zona_Norte,3070
aluno_116,Escola_Central_A,2031
aluno_117,Escola_Menno_Fiege,3544
aluno_117,Escola_Passo_Pedras,273
aluno_117,Escola_Industrial,2112
aluno_115,Escola_Castro_Alves,2008
aluno_117,Escola_Morgado_Rosa,3227
aluno_116,Escola_Industrial,1885
aluno_116,Escola_Morgado_Rosa,3167
aluno_117,Escola_Central_B,2317
aluno_117,Escola_Zona_Leste,4387
aluno_117,Escola_Castro_Alves,3188
aluno_118,Escola_Central_B,1086
aluno_117,Escola_Getulio_Vargas,2821
aluno_118,Escola_Central_A,1610
aluno_118,Escola_Menno_Fiege,194
aluno_118,Escola_Passo_Pedras,3093
aluno_118,Escola_Zona_Norte,1475
aluno_118,Escola_Getulio_Vargas,1557
aluno_118,Escola_Morgado_Rosa,3045
aluno_118,Escola_Zona_Leste,1556
aluno_118,Escola_Industrial,2238
aluno_119,Escola_Central_B,1991
aluno_119,Escola_Menno_Fiege,1815
aluno_118,Escola_Castro_Alves,2947
aluno_119,Escola_Zona_Norte,459
aluno_119,Escola_Central_A,1717
aluno_119,Escola_Morgado_Rosa,4480
aluno_119,Escola_Industrial,3162
aluno_119,Escola_Passo_Pedras,3215
aluno_119,Escola_Getulio_Vargas,3308
aluno_119,Escola_Zona_Leste,2869
aluno_120,Escola_Central_A,889
aluno_120,Escola_Central_B,1320
aluno_119,Escola_Castro_Alves,1087
aluno_120,Escola_Menno_Fiege,2557
aluno_120,Escola_Passo_Pedras,1148
aluno_120,Escola_Zona_Norte,2042
aluno_120,Escola_Castro_Alves,2307
aluno_120,Escola_Industrial,2100
aluno_120,Escola_Morgado_Rosa,3473
aluno_120,Escola_Zona_Leste,3512
aluno_120,Escola_Getulio_Vargas,2501
aluno_121,Escola_Central_A,2714
aluno_121,Escola_Central_B,2181
aluno_121,Escola_Morgado_Rosa,3804
aluno_121,Escola_Menno_Fiege,1131
aluno_121,Escola_Castro_Alves,3308
aluno_121,Escola_Zona_Leste,1020
aluno_121,Escola_Passo_Pedras,4143
aluno_121,Escola_Zona_Norte,2210
aluno_122,Escola_Central_B,2571
aluno_122,Escola_Central_A,2228
aluno_122,Escola_Zona_Norte,2654
aluno_121,Escola_Getulio_Vargas,2316
aluno_121,Escola_Industrial,3291
aluno_122,Escola_Industrial,3297
aluno_122,Escola_Passo_Pedras,1407
aluno_123,Escola_Central_B,2050
aluno_122,Escola_Menno_Fiege,3256
aluno_122,Escola_Castro_Alves,2114
aluno_122,Escola_Getulio_Vargas,3779
aluno_123,Escola_Menno_Fiege,3277
aluno_123,Escola_Passo_Pedras,578
aluno_123,Escola_Central_A,1534
aluno_123,Escola_Zona_Norte,2699
aluno_122,Escola_Morgado_Rosa,4671
aluno_122,Escola_Zona_Leste,4548
aluno_123,Escola_Morgado_Rosa,3842
aluno_124,Escola_Zona_Norte,3208
aluno_124,Escola_Central_B,1758
aluno_124,Escola_Menno_Fiege,1911
aluno_124,Escola_Zona_Leste,2574
aluno_124,Escola_Passo_Pedras,2935
aluno_124,Escola_Industrial,1190
aluno_124,Escola_Getulio_Vargas,316
aluno_124,Escola_Castro_Alves,4680
aluno_123,Escola_Castro_Alves,2387
aluno_123,Escola_Industrial,2469
aluno_123,Escola_Getulio_Vargas,2951
aluno_123,Escola_Zona_Leste,4119
aluno_124,Escola_Morgado_Rosa,1309
aluno_125,Escola_Passo_Pedras,3024
aluno_125,Escola_Central_B,1149
aluno_124,Escola_Central_A,2036
aluno_125,Escola_Menno_Fiege,767
aluno_125,Escola_Central_A,1672
aluno_125,Escola_Castro_Alves,3537
aluno_125,Escola_Zona_Norte,2066
aluno_126,Escola_Central_B,1029
aluno_125,Escola_Morgado_Rosa,2686
aluno_125,Escola_Industrial,2172
aluno_126,Escola_Central_A,756
aluno_125,Escola_Getulio_Vargas,1197
aluno_125,Escola_Zona_Leste,1132
aluno_126,Escola_Zona_Norte,2053
aluno_126,Escola_Menno_Fiege,2251
aluno_126,Escola_Morgado_Rosa,2107
aluno_126,Escola_Industrial,700
aluno_126,Escola_Passo_Pedras,1564
aluno_126,Escola_Castro_Alves,3466
aluno_126,Escola_Zona_Leste,3099
aluno_127,Escola_Central_A,730
aluno_127,Escola_Central_B,452
aluno_126,Escola_Getulio_Vargas,1266
aluno_127,Escola_Passo_Pedras,2083
aluno_127,Escola_Zona_Norte,1993
aluno_127,Escola_Menno_Fiege,1273
aluno_127,Escola_Industrial,1231
aluno_128,Escola_Zona_Norte,2363
aluno_127,Escola_Zona_Leste,2032
aluno_127,Escola_Castro_Alves,3419
aluno_128,Escola_Central_A,1981
aluno_128,Escola_Menno_Fiege,2966
aluno_127,Escola_Morgado_Rosa,2509
aluno_128,Escola_Central_B,2324
aluno_127,Escola_Getulio_Vargas,1021
aluno_128,Escola_Castro_Alves,1584
aluno_128,Escola_Passo_Pedras,1678
aluno_128,Escola_Industrial,3253
aluno_129,Escola_Central_B,1581
aluno_128,Escola_Getulio_Vargas,3658
aluno_129,Escola_Central_A,1066
aluno_128,Escola_Zona_Leste,4258
aluno_128,Escola_Morgado_Rosa,4626
aluno_129,Escola_Passo_Pedras,903
aluno_129,Escola_Zona_Norte,2327
aluno_129,Escola_Menno_Fiege,2808
aluno_129,Escola_Industrial,1371
aluno_129,Escola_Getulio_Vargas,1851
aluno_130,Escola_Menno_Fiege,2964
aluno_130,Escola_Zona_Norte,1545
aluno_130,Escola_Passo_Pedras,2872
aluno_130,Escola_Central_B,3051
aluno_129,Escola_Morgado_Rosa,2742
aluno_129,Escola_Zona_Leste,3651
aluno_129,Escola_Castro_Alves,2905
aluno_130,Escola_Castro_Alves,291
aluno_130,Escola_Central_A,2777
aluno_131,Escola_Central_B,841
aluno_130,Escola_Getulio_Vargas,4456
aluno_130,Escola_Industrial,4172
aluno_130,Escola_Morgado_Rosa,5540
aluno_131,Escola_Menno_Fiege,2059
aluno_131,Escola_Central_A,1095
aluno_131,Escola_Morgado_Rosa,1719
aluno_131,Escola_Zona_Norte,2392
aluno_131,Escola_Industrial,373
aluno_131,Escola_Passo_Pedras,1907
aluno_131,Escola_Zona_Leste,2907
aluno_130,Escola_Zona_Leste,4018
aluno_131,Escola_Castro_Alves,3804
aluno_131,Escola_Getulio_Vargas,1021
aluno_132,Escola_Passo_Pedras,1593
aluno_132,Escola_Central_A,1525
aluno_132,Escola_Morgado_Rosa,4171
aluno_132,Escola_Castro_Alves,1706
aluno_132,Escola_Zona_Leste,3802
aluno_132,Escola_Menno_Fiege,2510
aluno_133,Escola_Menno_Fiege,1719
aluno_132,Escola_Zona_Norte,1908
aluno_133,Escola_Zona_Norte,3016
aluno_132,Escola_Central_B,1869
aluno_133,Escola_Passo_Pedras,2820
aluno_133,Escola_Morgado_Rosa,1394
aluno_133,Escola_Central_B,1567
aluno_133,Escola_Central_A,1845
aluno_132,Escola_Getulio_Vargas,3203
aluno_132,Escola_Industrial,2797
aluno_133,Escola_Getulio_Vargas,124
aluno_134,Escola_Central_A,1398
aluno_133,Escola_Zona_Leste,2382
aluno_133,Escola_Industrial,1181
aluno_134,Escola_Zona_Norte,124
aluno_134,Escola_Central_B,1680
aluno_133,Escola_Castro_Alves,4488
aluno_134,Escola_Morgado_Rosa,4165
aluno_134,Escola_Menno_Fiege,1532
aluno_135,Escola_Central_A,1797
aluno_134,Escola_Passo_Pedras,2915
aluno_134,Escola_Industrial,2847
aluno_135,Escola_Zona_Norte,3065
aluno_134,Escola_Castro_Alves,1416
aluno_134,Escola_Getulio_Vargas,3025
aluno_134,Escola_Zona_Leste,2587
aluno_135,Escola_Morgado_Rosa,3569
aluno_135,Escola_Central_B,2312
aluno_135,Escola_Passo_Pedras,267
aluno_135,Escola_Menno_Fiege,3539
aluno_135,Escola_Industrial,2454
aluno_135,Escola_Getulio_Vargas,2967
aluno_136,Escola_Central_B,1581
aluno_135,Escola_Zona_Leste,4381
aluno_135,Escola_Castro_Alves,3182
aluno_136,Escola_Central_A,2104
aluno_136,Escola_Zona_Norte,2270
aluno_136,Escola_Menno_Fiege,1151
aluno_136,Escola_Industrial,2605
aluno_136,Escola_Zona_Leste,780
